"Number","LastUsed","Saying","TranslationLiteral","TranslationActual","Explanation","ExampleSentence"
"001","999","Helaas Pindakaas","Unfortunately peanut butter","That's unfortunate but oh well","Mostly used in not too serious contexts. Why peanut butter? The Dutch love it (and also ""pindakaas"" rhymes with ""helaas"")!","We hoopten dat de winkel nog open was, maar hij is al dicht. Helaas pindakaas."

